id,status,page_type,cluster,primary_keyword,title,slug,situation,variables_json,target_tool,pillar_ref,related_refs,outline,last_generated_at,published_at,quality_score,flags,gsc_impressions,gsc_clicks,ctr,avg_position,refresh_reason,route,cta_type,tier,source_page_id
"SEO-0214","idea","cluster","pricing","brand designer","How to price freelance SEO consulting for Brand Designer","how-to-price-freelance-seo-consulting-for-brand-designer","","{""seed"":""brand designer"",""profession"":""brand designer"",""expansion_rule"":""EXP-PRICING-SERVICE-PROFESSION""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/how-to-price-freelance-seo-consulting-for-brand-designer","pricing","expanded","EXP-100"
"SEO-0215","idea","cluster","pricing","US","Freelance rate for designer in US","freelance-rate-for-designer-in-us","","{""seed"":""US"",""country"":""US"",""expansion_rule"":""EXP-PRICING-PROFESSION-COUNTRY""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/freelance-rate-for-designer-in-us","pricing","expanded","EXP-101"
"SEO-0216","idea","cluster","pricing","UK","Freelance rate for designer in UK","freelance-rate-for-designer-in-uk","","{""seed"":""UK"",""country"":""UK"",""expansion_rule"":""EXP-PRICING-PROFESSION-COUNTRY""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/freelance-rate-for-designer-in-uk","pricing","expanded","EXP-102"
"SEO-0217","idea","cluster","pricing","Canada","Freelance rate for designer in Canada","freelance-rate-for-designer-in-canada","","{""seed"":""Canada"",""country"":""Canada"",""expansion_rule"":""EXP-PRICING-PROFESSION-COUNTRY""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/freelance-rate-for-designer-in-canada","pricing","expanded","EXP-103"
"SEO-0218","idea","cluster","pricing","Australia","Freelance rate for designer in Australia","freelance-rate-for-designer-in-australia","","{""seed"":""Australia"",""country"":""Australia"",""expansion_rule"":""EXP-PRICING-PROFESSION-COUNTRY""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/freelance-rate-for-designer-in-australia","pricing","expanded","EXP-104"
"SEO-0219","idea","cluster","pricing","Germany","Freelance rate for designer in Germany","freelance-rate-for-designer-in-germany","","{""seed"":""Germany"",""country"":""Germany"",""expansion_rule"":""EXP-PRICING-PROFESSION-COUNTRY""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/freelance-rate-for-designer-in-germany","pricing","expanded","EXP-105"
"SEO-0220","idea","cluster","pricing","France","Freelance rate for designer in France","freelance-rate-for-designer-in-france","","{""seed"":""France"",""country"":""France"",""expansion_rule"":""EXP-PRICING-PROFESSION-COUNTRY""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/freelance-rate-for-designer-in-france","pricing","expanded","EXP-106"
"SEO-0221","idea","cluster","pricing","Netherlands","Freelance rate for designer in Netherlands","freelance-rate-for-designer-in-netherlands","","{""seed"":""Netherlands"",""country"":""Netherlands"",""expansion_rule"":""EXP-PRICING-PROFESSION-COUNTRY""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/freelance-rate-for-designer-in-netherlands","pricing","expanded","EXP-107"
"SEO-0222","idea","cluster","pricing","Singapore","Freelance rate for designer in Singapore","freelance-rate-for-designer-in-singapore","","{""seed"":""Singapore"",""country"":""Singapore"",""expansion_rule"":""EXP-PRICING-PROFESSION-COUNTRY""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/freelance-rate-for-designer-in-singapore","pricing","expanded","EXP-108"
"SEO-0223","idea","cluster","pricing","India","Freelance rate for designer in India","freelance-rate-for-designer-in-india","","{""seed"":""India"",""country"":""India"",""expansion_rule"":""EXP-PRICING-PROFESSION-COUNTRY""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/freelance-rate-for-designer-in-india","pricing","expanded","EXP-109"
"SEO-0224","idea","cluster","pricing","Philippines","Freelance rate for designer in Philippines","freelance-rate-for-designer-in-philippines","","{""seed"":""Philippines"",""country"":""Philippines"",""expansion_rule"":""EXP-PRICING-PROFESSION-COUNTRY""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/freelance-rate-for-designer-in-philippines","pricing","expanded","EXP-110"
"SEO-0225","idea","cluster","pricing","US","Freelance rate for copywriter in US","freelance-rate-for-copywriter-in-us","","{""seed"":""US"",""country"":""US"",""expansion_rule"":""EXP-PRICING-PROFESSION-COUNTRY""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/freelance-rate-for-copywriter-in-us","pricing","expanded","EXP-111"
"SEO-0226","idea","cluster","pricing","UK","Freelance rate for copywriter in UK","freelance-rate-for-copywriter-in-uk","","{""seed"":""UK"",""country"":""UK"",""expansion_rule"":""EXP-PRICING-PROFESSION-COUNTRY""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/freelance-rate-for-copywriter-in-uk","pricing","expanded","EXP-112"
"SEO-0227","idea","cluster","pricing","Canada","Freelance rate for copywriter in Canada","freelance-rate-for-copywriter-in-canada","","{""seed"":""Canada"",""country"":""Canada"",""expansion_rule"":""EXP-PRICING-PROFESSION-COUNTRY""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/freelance-rate-for-copywriter-in-canada","pricing","expanded","EXP-113"
"SEO-0228","idea","cluster","pricing","Australia","Freelance rate for copywriter in Australia","freelance-rate-for-copywriter-in-australia","","{""seed"":""Australia"",""country"":""Australia"",""expansion_rule"":""EXP-PRICING-PROFESSION-COUNTRY""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/freelance-rate-for-copywriter-in-australia","pricing","expanded","EXP-114"
"SEO-0229","idea","cluster","pricing","Germany","Freelance rate for copywriter in Germany","freelance-rate-for-copywriter-in-germany","","{""seed"":""Germany"",""country"":""Germany"",""expansion_rule"":""EXP-PRICING-PROFESSION-COUNTRY""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/freelance-rate-for-copywriter-in-germany","pricing","expanded","EXP-115"
"SEO-0230","idea","cluster","pricing","France","Freelance rate for copywriter in France","freelance-rate-for-copywriter-in-france","","{""seed"":""France"",""country"":""France"",""expansion_rule"":""EXP-PRICING-PROFESSION-COUNTRY""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/freelance-rate-for-copywriter-in-france","pricing","expanded","EXP-116"
"SEO-0231","idea","cluster","pricing","Netherlands","Freelance rate for copywriter in Netherlands","freelance-rate-for-copywriter-in-netherlands","","{""seed"":""Netherlands"",""country"":""Netherlands"",""expansion_rule"":""EXP-PRICING-PROFESSION-COUNTRY""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/freelance-rate-for-copywriter-in-netherlands","pricing","expanded","EXP-117"
"SEO-0232","idea","cluster","pricing","Singapore","Freelance rate for copywriter in Singapore","freelance-rate-for-copywriter-in-singapore","","{""seed"":""Singapore"",""country"":""Singapore"",""expansion_rule"":""EXP-PRICING-PROFESSION-COUNTRY""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/freelance-rate-for-copywriter-in-singapore","pricing","expanded","EXP-118"
"SEO-0233","idea","cluster","pricing","India","Freelance rate for copywriter in India","freelance-rate-for-copywriter-in-india","","{""seed"":""India"",""country"":""India"",""expansion_rule"":""EXP-PRICING-PROFESSION-COUNTRY""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/freelance-rate-for-copywriter-in-india","pricing","expanded","EXP-119"
"SEO-0234","idea","cluster","pricing","Philippines","Freelance rate for copywriter in Philippines","freelance-rate-for-copywriter-in-philippines","","{""seed"":""Philippines"",""country"":""Philippines"",""expansion_rule"":""EXP-PRICING-PROFESSION-COUNTRY""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/freelance-rate-for-copywriter-in-philippines","pricing","expanded","EXP-120"
"SEO-0235","idea","cluster","pricing","US","Freelance rate for developer in US","freelance-rate-for-developer-in-us","","{""seed"":""US"",""country"":""US"",""expansion_rule"":""EXP-PRICING-PROFESSION-COUNTRY""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/freelance-rate-for-developer-in-us","pricing","expanded","EXP-121"
"SEO-0236","idea","cluster","pricing","UK","Freelance rate for developer in UK","freelance-rate-for-developer-in-uk","","{""seed"":""UK"",""country"":""UK"",""expansion_rule"":""EXP-PRICING-PROFESSION-COUNTRY""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/freelance-rate-for-developer-in-uk","pricing","expanded","EXP-122"
"SEO-0237","idea","cluster","pricing","Canada","Freelance rate for developer in Canada","freelance-rate-for-developer-in-canada","","{""seed"":""Canada"",""country"":""Canada"",""expansion_rule"":""EXP-PRICING-PROFESSION-COUNTRY""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/freelance-rate-for-developer-in-canada","pricing","expanded","EXP-123"
"SEO-0238","idea","cluster","pricing","Australia","Freelance rate for developer in Australia","freelance-rate-for-developer-in-australia","","{""seed"":""Australia"",""country"":""Australia"",""expansion_rule"":""EXP-PRICING-PROFESSION-COUNTRY""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/freelance-rate-for-developer-in-australia","pricing","expanded","EXP-124"
"SEO-0239","idea","cluster","pricing","Germany","Freelance rate for developer in Germany","freelance-rate-for-developer-in-germany","","{""seed"":""Germany"",""country"":""Germany"",""expansion_rule"":""EXP-PRICING-PROFESSION-COUNTRY""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/freelance-rate-for-developer-in-germany","pricing","expanded","EXP-125"
"SEO-0240","idea","cluster","pricing","France","Freelance rate for developer in France","freelance-rate-for-developer-in-france","","{""seed"":""France"",""country"":""France"",""expansion_rule"":""EXP-PRICING-PROFESSION-COUNTRY""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/freelance-rate-for-developer-in-france","pricing","expanded","EXP-126"
"SEO-0241","idea","cluster","pricing","Netherlands","Freelance rate for developer in Netherlands","freelance-rate-for-developer-in-netherlands","","{""seed"":""Netherlands"",""country"":""Netherlands"",""expansion_rule"":""EXP-PRICING-PROFESSION-COUNTRY""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/freelance-rate-for-developer-in-netherlands","pricing","expanded","EXP-127"
"SEO-0242","idea","cluster","pricing","Singapore","Freelance rate for developer in Singapore","freelance-rate-for-developer-in-singapore","","{""seed"":""Singapore"",""country"":""Singapore"",""expansion_rule"":""EXP-PRICING-PROFESSION-COUNTRY""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/freelance-rate-for-developer-in-singapore","pricing","expanded","EXP-128"
"SEO-0243","idea","cluster","pricing","India","Freelance rate for developer in India","freelance-rate-for-developer-in-india","","{""seed"":""India"",""country"":""India"",""expansion_rule"":""EXP-PRICING-PROFESSION-COUNTRY""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/freelance-rate-for-developer-in-india","pricing","expanded","EXP-129"
"SEO-0244","idea","cluster","pricing","Philippines","Freelance rate for developer in Philippines","freelance-rate-for-developer-in-philippines","","{""seed"":""Philippines"",""country"":""Philippines"",""expansion_rule"":""EXP-PRICING-PROFESSION-COUNTRY""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/freelance-rate-for-developer-in-philippines","pricing","expanded","EXP-130"
"SEO-0245","idea","cluster","pricing","US","Freelance rate for video editor in US","freelance-rate-for-video-editor-in-us","","{""seed"":""US"",""country"":""US"",""expansion_rule"":""EXP-PRICING-PROFESSION-COUNTRY""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/freelance-rate-for-video-editor-in-us","pricing","expanded","EXP-131"
"SEO-0246","idea","cluster","pricing","UK","Freelance rate for video editor in UK","freelance-rate-for-video-editor-in-uk","","{""seed"":""UK"",""country"":""UK"",""expansion_rule"":""EXP-PRICING-PROFESSION-COUNTRY""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/freelance-rate-for-video-editor-in-uk","pricing","expanded","EXP-132"
"SEO-0247","idea","cluster","pricing","Canada","Freelance rate for video editor in Canada","freelance-rate-for-video-editor-in-canada","","{""seed"":""Canada"",""country"":""Canada"",""expansion_rule"":""EXP-PRICING-PROFESSION-COUNTRY""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/freelance-rate-for-video-editor-in-canada","pricing","expanded","EXP-133"
"SEO-0248","idea","cluster","pricing","Australia","Freelance rate for video editor in Australia","freelance-rate-for-video-editor-in-australia","","{""seed"":""Australia"",""country"":""Australia"",""expansion_rule"":""EXP-PRICING-PROFESSION-COUNTRY""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/freelance-rate-for-video-editor-in-australia","pricing","expanded","EXP-134"
"SEO-0249","idea","cluster","pricing","Germany","Freelance rate for video editor in Germany","freelance-rate-for-video-editor-in-germany","","{""seed"":""Germany"",""country"":""Germany"",""expansion_rule"":""EXP-PRICING-PROFESSION-COUNTRY""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/freelance-rate-for-video-editor-in-germany","pricing","expanded","EXP-135"
"SEO-0250","idea","cluster","pricing","France","Freelance rate for video editor in France","freelance-rate-for-video-editor-in-france","","{""seed"":""France"",""country"":""France"",""expansion_rule"":""EXP-PRICING-PROFESSION-COUNTRY""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/freelance-rate-for-video-editor-in-france","pricing","expanded","EXP-136"
"SEO-0251","idea","cluster","pricing","Netherlands","Freelance rate for video editor in Netherlands","freelance-rate-for-video-editor-in-netherlands","","{""seed"":""Netherlands"",""country"":""Netherlands"",""expansion_rule"":""EXP-PRICING-PROFESSION-COUNTRY""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/freelance-rate-for-video-editor-in-netherlands","pricing","expanded","EXP-137"
"SEO-0252","idea","cluster","pricing","Singapore","Freelance rate for video editor in Singapore","freelance-rate-for-video-editor-in-singapore","","{""seed"":""Singapore"",""country"":""Singapore"",""expansion_rule"":""EXP-PRICING-PROFESSION-COUNTRY""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/freelance-rate-for-video-editor-in-singapore","pricing","expanded","EXP-138"
"SEO-0253","idea","cluster","pricing","India","Freelance rate for video editor in India","freelance-rate-for-video-editor-in-india","","{""seed"":""India"",""country"":""India"",""expansion_rule"":""EXP-PRICING-PROFESSION-COUNTRY""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/freelance-rate-for-video-editor-in-india","pricing","expanded","EXP-139"
"SEO-0254","idea","cluster","pricing","Philippines","Freelance rate for video editor in Philippines","freelance-rate-for-video-editor-in-philippines","","{""seed"":""Philippines"",""country"":""Philippines"",""expansion_rule"":""EXP-PRICING-PROFESSION-COUNTRY""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/freelance-rate-for-video-editor-in-philippines","pricing","expanded","EXP-140"
"SEO-0255","idea","cluster","pricing","US","Freelance rate for illustrator in US","freelance-rate-for-illustrator-in-us","","{""seed"":""US"",""country"":""US"",""expansion_rule"":""EXP-PRICING-PROFESSION-COUNTRY""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/freelance-rate-for-illustrator-in-us","pricing","expanded","EXP-141"
"SEO-0256","idea","cluster","pricing","UK","Freelance rate for illustrator in UK","freelance-rate-for-illustrator-in-uk","","{""seed"":""UK"",""country"":""UK"",""expansion_rule"":""EXP-PRICING-PROFESSION-COUNTRY""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/freelance-rate-for-illustrator-in-uk","pricing","expanded","EXP-142"
"SEO-0257","idea","cluster","pricing","Canada","Freelance rate for illustrator in Canada","freelance-rate-for-illustrator-in-canada","","{""seed"":""Canada"",""country"":""Canada"",""expansion_rule"":""EXP-PRICING-PROFESSION-COUNTRY""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/freelance-rate-for-illustrator-in-canada","pricing","expanded","EXP-143"
"SEO-0258","idea","cluster","pricing","Australia","Freelance rate for illustrator in Australia","freelance-rate-for-illustrator-in-australia","","{""seed"":""Australia"",""country"":""Australia"",""expansion_rule"":""EXP-PRICING-PROFESSION-COUNTRY""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/freelance-rate-for-illustrator-in-australia","pricing","expanded","EXP-144"
"SEO-0259","idea","cluster","pricing","Germany","Freelance rate for illustrator in Germany","freelance-rate-for-illustrator-in-germany","","{""seed"":""Germany"",""country"":""Germany"",""expansion_rule"":""EXP-PRICING-PROFESSION-COUNTRY""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/freelance-rate-for-illustrator-in-germany","pricing","expanded","EXP-145"
"SEO-0260","idea","cluster","pricing","France","Freelance rate for illustrator in France","freelance-rate-for-illustrator-in-france","","{""seed"":""France"",""country"":""France"",""expansion_rule"":""EXP-PRICING-PROFESSION-COUNTRY""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/freelance-rate-for-illustrator-in-france","pricing","expanded","EXP-146"
"SEO-0261","idea","cluster","pricing","Netherlands","Freelance rate for illustrator in Netherlands","freelance-rate-for-illustrator-in-netherlands","","{""seed"":""Netherlands"",""country"":""Netherlands"",""expansion_rule"":""EXP-PRICING-PROFESSION-COUNTRY""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/freelance-rate-for-illustrator-in-netherlands","pricing","expanded","EXP-147"
"SEO-0262","idea","cluster","pricing","Singapore","Freelance rate for illustrator in Singapore","freelance-rate-for-illustrator-in-singapore","","{""seed"":""Singapore"",""country"":""Singapore"",""expansion_rule"":""EXP-PRICING-PROFESSION-COUNTRY""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/freelance-rate-for-illustrator-in-singapore","pricing","expanded","EXP-148"
"SEO-0263","idea","cluster","pricing","India","Freelance rate for illustrator in India","freelance-rate-for-illustrator-in-india","","{""seed"":""India"",""country"":""India"",""expansion_rule"":""EXP-PRICING-PROFESSION-COUNTRY""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/freelance-rate-for-illustrator-in-india","pricing","expanded","EXP-149"
"SEO-0264","idea","cluster","pricing","Philippines","Freelance rate for illustrator in Philippines","freelance-rate-for-illustrator-in-philippines","","{""seed"":""Philippines"",""country"":""Philippines"",""expansion_rule"":""EXP-PRICING-PROFESSION-COUNTRY""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/freelance-rate-for-illustrator-in-philippines","pricing","expanded","EXP-150"
"SEO-0265","idea","cluster","pricing","US","Freelance rate for motion designer in US","freelance-rate-for-motion-designer-in-us","","{""seed"":""US"",""country"":""US"",""expansion_rule"":""EXP-PRICING-PROFESSION-COUNTRY""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/freelance-rate-for-motion-designer-in-us","pricing","expanded","EXP-151"
"SEO-0266","idea","cluster","pricing","UK","Freelance rate for motion designer in UK","freelance-rate-for-motion-designer-in-uk","","{""seed"":""UK"",""country"":""UK"",""expansion_rule"":""EXP-PRICING-PROFESSION-COUNTRY""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/freelance-rate-for-motion-designer-in-uk","pricing","expanded","EXP-152"
"SEO-0267","idea","cluster","pricing","Canada","Freelance rate for motion designer in Canada","freelance-rate-for-motion-designer-in-canada","","{""seed"":""Canada"",""country"":""Canada"",""expansion_rule"":""EXP-PRICING-PROFESSION-COUNTRY""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/freelance-rate-for-motion-designer-in-canada","pricing","expanded","EXP-153"
"SEO-0268","idea","cluster","pricing","Australia","Freelance rate for motion designer in Australia","freelance-rate-for-motion-designer-in-australia","","{""seed"":""Australia"",""country"":""Australia"",""expansion_rule"":""EXP-PRICING-PROFESSION-COUNTRY""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/freelance-rate-for-motion-designer-in-australia","pricing","expanded","EXP-154"
"SEO-0269","idea","cluster","pricing","Germany","Freelance rate for motion designer in Germany","freelance-rate-for-motion-designer-in-germany","","{""seed"":""Germany"",""country"":""Germany"",""expansion_rule"":""EXP-PRICING-PROFESSION-COUNTRY""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/freelance-rate-for-motion-designer-in-germany","pricing","expanded","EXP-155"
"SEO-0270","idea","cluster","pricing","France","Freelance rate for motion designer in France","freelance-rate-for-motion-designer-in-france","","{""seed"":""France"",""country"":""France"",""expansion_rule"":""EXP-PRICING-PROFESSION-COUNTRY""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/freelance-rate-for-motion-designer-in-france","pricing","expanded","EXP-156"
"SEO-0271","idea","cluster","pricing","Netherlands","Freelance rate for motion designer in Netherlands","freelance-rate-for-motion-designer-in-netherlands","","{""seed"":""Netherlands"",""country"":""Netherlands"",""expansion_rule"":""EXP-PRICING-PROFESSION-COUNTRY""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/freelance-rate-for-motion-designer-in-netherlands","pricing","expanded","EXP-157"
"SEO-0272","idea","cluster","pricing","Singapore","Freelance rate for motion designer in Singapore","freelance-rate-for-motion-designer-in-singapore","","{""seed"":""Singapore"",""country"":""Singapore"",""expansion_rule"":""EXP-PRICING-PROFESSION-COUNTRY""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/freelance-rate-for-motion-designer-in-singapore","pricing","expanded","EXP-158"
"SEO-0273","idea","cluster","pricing","India","Freelance rate for motion designer in India","freelance-rate-for-motion-designer-in-india","","{""seed"":""India"",""country"":""India"",""expansion_rule"":""EXP-PRICING-PROFESSION-COUNTRY""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/freelance-rate-for-motion-designer-in-india","pricing","expanded","EXP-159"
"SEO-0274","idea","cluster","pricing","Philippines","Freelance rate for motion designer in Philippines","freelance-rate-for-motion-designer-in-philippines","","{""seed"":""Philippines"",""country"":""Philippines"",""expansion_rule"":""EXP-PRICING-PROFESSION-COUNTRY""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/freelance-rate-for-motion-designer-in-philippines","pricing","expanded","EXP-160"
"SEO-0275","idea","cluster","pricing","US","Freelance rate for marketing consultant in US","freelance-rate-for-marketing-consultant-in-us","","{""seed"":""US"",""country"":""US"",""expansion_rule"":""EXP-PRICING-PROFESSION-COUNTRY""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/freelance-rate-for-marketing-consultant-in-us","pricing","expanded","EXP-161"
"SEO-0276","idea","cluster","pricing","UK","Freelance rate for marketing consultant in UK","freelance-rate-for-marketing-consultant-in-uk","","{""seed"":""UK"",""country"":""UK"",""expansion_rule"":""EXP-PRICING-PROFESSION-COUNTRY""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/freelance-rate-for-marketing-consultant-in-uk","pricing","expanded","EXP-162"
"SEO-0277","idea","cluster","pricing","Canada","Freelance rate for marketing consultant in Canada","freelance-rate-for-marketing-consultant-in-canada","","{""seed"":""Canada"",""country"":""Canada"",""expansion_rule"":""EXP-PRICING-PROFESSION-COUNTRY""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/freelance-rate-for-marketing-consultant-in-canada","pricing","expanded","EXP-163"
"SEO-0278","idea","cluster","pricing","Australia","Freelance rate for marketing consultant in Australia","freelance-rate-for-marketing-consultant-in-australia","","{""seed"":""Australia"",""country"":""Australia"",""expansion_rule"":""EXP-PRICING-PROFESSION-COUNTRY""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/freelance-rate-for-marketing-consultant-in-australia","pricing","expanded","EXP-164"
